"id","provider_name","street_address","city","county","state","zipcode","phone_number","service_type"
"1225","SOUTHERN ILLINOIS COMMUNITY SUPPORT SERVICES D.B.A. MY LIFE MY HOME","215 E ILLINOIS ST;  P.O. Box 19","NEW BADEN","Clinton","IL","62265","618-588-7136","Community Integrated Living Arrangement Services"
"1226","DIANE HOME CARE INC","7800 N Milwaukee Ave","Niles","Cook","IL","60714","847-675 6093","Community Integrated Living Arrangement Services"
"1227","PARENTS and FRIENDS OF THE CMNTY","932 Kernon Drive","BELLEVILLE","St Clair","IL","62223","618-489-1133","Community Integrated Living Arrangement Services"
"1228","COMPASSIONATE LIVING HOME INC","1730 Park Street, Suite 214","Naperville","DuPage","IL","60563","630-430-2057","Community Integrated Living Arrangement Services"
"1229","RESIDENTIAL OPTIONS INC","4 Emmie L Kaus Ln","Alton","Madison","IL","62003","618-465 0044","Community Integrated Living Arrangement Services"
"1230","AURORA HOME CARE INC.","3100 Dundee Road, Suite 401","NORTHBROOK","Cook","IL","60062","847-559 1222","Community Integrated Living Arrangement Services"
"1231","CENTER ON DEAFNESS","3444 DUNDEE ROAD","NORTHBROOK","Cook","IL","60062","847-559 0110","Community Integrated Living Arrangement Services"
"1232","FAMILIES BUILDING DREAMS","3100 Dundee Road, Suite 402","NORTHBROOK","Cook","IL","60062","847-272 2222","Community Integrated Living Arrangement Services"
"1233","KRYPTON, INC","110 Florsheim Drive","Anna","Union","IL","62906","618-524-3444","Community Integrated Living Arrangement Services"
"1234","EPILEPSY FOUNDATION OF GREATER SOUTHERN ILLINOIS","3515 NORTH BELT WEST","BELLEVILLE","St Clair","IL","62226","618-236 2181","Community Integrated Living Arrangement Services"
"1235","LINCOLN SQUARE INC","110 Florsheim Drive","Anna","Union","IL","62906","618-833-1214","Community Integrated Living Arrangement Services"
"1236","FIRST ZION HOMES","2246 GLENWOOD DYER RD","LYNWOOD","Cook","IL","60411","708-251-8899","Community Integrated Living Arrangement Services"
"1237","CHRISTIAN SOCIAL SERVICES OF IL DBA CARITAS FAMILY SOLUTIONS","8601 W. MAIN ST., STE 201","BELLEVILLE","St Clair","IL","62223","618-213-8700","Community Integrated Living Arrangement Services"
"1238","ComWell","10257 State Rt 3","Red Bud","Randolph","IL","62278","618-282-6233","Community Integrated Living Arrangement Services"
"1239","CIRCLE OF SUPPORT INC","1411 PETERSON AVE, Ste 103","PARK RIDGE","Cook","IL","60068","847-292 8523","Community Integrated Living Arrangement Services"
"1240","COVENANT ENABLING RESIDENCES OF ILLINOIS","15841 TERRACE DR","OAK FOREST","Cook","IL","60452","708-687 2038","Community Integrated Living Arrangement Services"
"1241","KANKAKEE COUNTY TRAINING CENTER","595 North Industrial Drive","BRADLEY","Kankakee","IL","60915","815-939-9980","Community Integrated Living Arrangement Services"
"1242","Community Connection and Services","2405 Fourlakes Dr.","Belleville","SAINT CLAIR","IL","62220","(618) 980-3117","Community Integrated Living Arrangement Services"
"1243","COMPASSION CILA HOMES, INC.","304 SPRINGFIELD STREET","PARK FOREST","Cook","IL","60466","773-419 2211","Community Integrated Living Arrangement Services"
"1244","TDL GROUP, INC","PO Box 814","MOUNT VERNON","Jefferson","IL","62864","618-244 7701","Community Integrated Living Arrangement Services"
"1245","CARING HANDS CILA OF IL, INC.","430 Wildwood Dr","PARK FOREST","Cook","IL","60466","708-506 3589","Community Integrated Living Arrangement Services"
"1246","SHAMROCK SERVICES GROUP","13023 N Shiloh DrPO Box 814","MOUNT VERNON","Jefferson","IL","62864","618-927-0290","Community Integrated Living Arrangement Services"
"1247","BROOKE HILL MANAGEMENT INC","PO Box 295 1420 W 3rd St","MT CARMEL","Wabash","IL","62863","618-262 6538","Community Integrated Living Arrangement Services"
"1248","WABASH AREA VOCATIONAL INC","1420 W 3rd St, PO Box 487","MT CARMEL","Wabash","IL","62863","618-262 8614","Community Integrated Living Arrangement Services"
"1249","HOMES OF HOPE INC","705 EAST LINCOLN ST, SUITE 313","NORMAL","McLean","IL","61761","309-862 0607","Community Integrated Living Arrangement Services"
"1250","R and J ENTERPRISES COUNTRY LIVING INC","221 EAST AVE","ANNA","Union","IL","62906","618-833 7418","Community Integrated Living Arrangement Services"
"1251","COMMUNITY INTEGRATED LIVING INC. d/b/a CIL, Inc.","201 E Chestnut St","ANNA","Union","IL","62906","618-833-2500","Community Integrated Living Arrangement Services"
"1252","HUMAN SUPPORT SERVICES","988 N. Illinois Route 3","WATERLOO","Monroe","IL","62298","618-939 4444","Community Integrated Living Arrangement Services"
"1253","INDEPENDENT LIVING SERVICES INC","156 E VIENNA STREET","ANNA","Union","IL","62906","618-833-9094","Community Integrated Living Arrangement Services"
"1254","TASH INC","PO Box 338 - 1303 N 7th Street","MURPHYSBORO","Jackson","IL","62966","618-867-3881","Community Integrated Living Arrangement Services"
"1255","Shalom Manor Care, Inc","8147 Seminole Ct","Orland Park","Cook","IL","60462","(312) 927-0937","Community Integrated Living Arrangement Services"
"1256","HAWKINS CILA CARE CORPORATION","20230 Mohawk Trail","Olympia Fields","Cook","IL","60461","708-250 0603","Community Integrated Living Arrangement Services"
"1257","Inspire Greatness Within Inc","2490 GLEN EAGLES DR","Olympia Fields","Cook","IL","60461","630-660-6374","Community Integrated Living Arrangement Services"
"1258","DUBOIS-DOUGLAS CENTRES","4747 LINCOLN MALL DRIVE, Suite 301","Mateson","Cook","IL","60443","708- 283 0886","Community Integrated Living Arrangement Services"
"1259","A TURNING POINT FOR LIFE OF ILLINOIS","4212 207th Street","Matteson","Cook","IL","60443","708-414-6143","Community Integrated Living Arrangement Services"
"1260","BETHSHAN ASSOCIATION","12927 S MONITOR AVE","PALOS HEIGHTS","Cook","IL","60463","708-371 0800","Community Integrated Living Arrangement Services"
"1261","DIVINE CENTER, INC","513 Marquette Ave.","Calumet City","Cook","IL","60409","773-721-6535","Community Integrated Living Arrangement Services"
"1262","HOPE SCHOOL","15 East Hazel Dell Lane","SPRINGFIELD","Sangamon","IL","62712","217-953-0894","Community Integrated Living Arrangement Services"
"1263","DEVORA'S DREAM INC","2500 Violet St","Glenview","Cook","IL","60026","224-558 4509","Community Integrated Living Arrangement Services"
"1264","Abundant Possibilities and Services, LLC","208 Pine Dale Drive","Swansea","Saint Clair","IL","62226","(618) 225-2896","Community Integrated Living Arrangement Services"
"1265","PACTT LEARNING CENTER","7101 N GREENVIEW AVE.","CHICAGO","Cook","IL","60626","773-338 9102","Community Integrated Living Arrangement Services"
"1266","TRI-CARE INC","9208 S Colfax","CHICAGO","Cook","IL","60617","773-375 6146","Community Integrated Living Arrangement Services"
"1267","BEVERLY HILLS HOME CARE INC","10601 S Longwood Dr.","CHICAGO","Cook","IL","60643","773-457-6005","Community Integrated Living Arrangement Services"
"1268","SOLEDAD SOCIAL SERVICES CORP","6059 W Belmont Ave","CHICAGO","Cook","IL","60634","773-481-9096","Community Integrated Living Arrangement Services"
"1269","SKYSTAR RESIDENTIAL SERVICES","406 E DOUGLAS","DESOTO","Jackson","IL","62924","618-867 3188","Community Integrated Living Arrangement Services"
"1270","RIMLAND SERVICES NFP","1101 Gregory St","Des Plaines","Cook","IL","60016","847-328 8326","Community Integrated Living Arrangement Services"
"1271","FAMILY ASSOCIATION PLUS","15746 VINE","HARVEY","Cook","IL","60426","708-473 6420","Community Integrated Living Arrangement Services"
"1272","NU-CARE INC","19150 S KEDZIE AVE","Flossmoor","Cook","IL","60422","708-922 2111","Community Integrated Living Arrangement Services"
"1273","ALPHA OMEGA CONSULTING INC","805 East Johns Ave","DECATUR","Macon","IL","62521","217-422-4725","Community Integrated Living Arrangement Services"
"1274","PATTERSON HOUSE INC","636 W. IMBODEN DRIVE P.O. BOX 25527","DECATUR","Macon","IL","62525","217-422 6510","Community Integrated Living Arrangement Services"
"1275","RANDOM ACT OF KINDNESS DEVELOPMENTAL AGENCY, INC","11346 SOUTH PARNELL","CHICAGO","Cook","IL","60628","773-701 6681","Community Integrated Living Arrangement Services"
"1276","ALPHA TO OMEGA LIVING, LLC","1885 169TH PL","SOUTH HOLLAND","Cook","IL","60473","773-457-5983","Community Integrated Living Arrangement Services"
"1277","The Esther Services Project of So IL, Inc","103 East Street","Xenia","Clay","IL","62899","618-572-8234","Community Integrated Living Arrangement Services"
"1278","ALVIN EADES CENTER INC","905 West Superior Ave","JACKSONVILLE","Morgan","IL","62650","217-245 9898","Community Integrated Living Arrangement Services"
"1279","ABEQUA HOME HEALTH CARE AGENCY","2720 South River Road, Suite 142","DES PLAINES","Cook","IL","60018","630-696-2868","Community Integrated Living Arrangement Services"
"1280","LEEDA SERVICES OF ILLINOIS INC","7344 N. Western Avenue","CHICAGO","Cook","IL","60645","773-274 9760","Community Integrated Living Arrangement Services"
"1281","AMMA CARE, LLC","1061 Victoria Ln","Glendale Heights","DuPage","IL","60139","630-519- 1281","Community Integrated Living Arrangement Services"
"1282","ACCESS COMMUNITY EXPERIENCE, INC","4530 S Woodlawn Ave Unit 104","CHICAGO","Cook","IL","60653","708-271 3463","Community Integrated Living Arrangement Services"
"1283","CEREBRAL PALSY OF SOUTHWESTERN ILLINOIS","10200 Old Lincoln Trail","Fairview Heights","St Clair","IL","62208","618-233 0210","Community Integrated Living Arrangement Services"
"1284","FRANCIS HOUSE","285 S FARNHAM STREET","GALESBRUG","Knox","IL","61401","309-343-1550","Community Integrated Living Arrangement Services"
"1285","CILA CORPORATION","832-C W NORTH AVE P.O. BOX 160","FLORA","Clay","IL","62839","618-662 8494","Community Integrated Living Arrangement Services"
"1286","HELP AT HOME LLC","1 N STATE STREET, SUITE 800","CHICAGO","Cook","IL","60602","219-322 2730","Community Integrated Living Arrangement Services"
"1287","JCFS CHICAGO","6639 N Kedzie","CHICAGO","Cook","IL","60645","312-545-2924","Community Integrated Living Arrangement Services"
"1288","ACHIEVEMENT UNLIMITED INC","285 S Farnham St","GALESBURG","Knox","IL","61401","309-343-1550","Community Integrated Living Arrangement Services"
"1289","VISTA CARE ILLINOIS, LLC","708 Erie Ave Ste 201","Sheboygan","","WI","53081","920-457-0826","Community Integrated Living Arrangement Services"
"1290","AVANCER HOMES, LLC","350 SYCAMORE ROAD","GENOA","DeKalb","IL","60135","815-784-5146","Community Integrated Living Arrangement Services"
"1291","INFINICARE LLC","1939 WAUKEGAN RD STE 300","GLENVIEW","Cook","IL","60025","(847) 630-6787","Community Integrated Living Arrangement Services"
"1292","GENESIS CILA HOMES INC","441 S DANTE AVE","GLENWOOD","Cook","IL","60425","708-915 0920","Community Integrated Living Arrangement Services"
"1293","BEVERLYFARM LIVING OPTIONS INC","6301 Humbert Road","GODFREY","Madison","IL","62035","618-466 0367","Community Integrated Living Arrangement Services"
"1294","HARMONY HOUSE CILA INC","16708 Kimbark Ave","South Holland","Cook","IL","60473","312-741-1818","Community Integrated Living Arrangement Services"
"1295","SOUTHEASTERN RESIDENTIAL ALTERNATIVES INC","1424 LOCUST STREET","ELDORADO","Saline","IL","62930","618-273-5927","Community Integrated Living Arrangement Services"
"1296","COMMUNITY LIVING OPTIONS, INC","285 S Farnham St","Galesburg","Knox","IL","61401","309-343-1550","Community Integrated Living Arrangement Services"
"1297","PINNACLE OPPORTUNITIES, INC","285 S Farnham Road","Galesburg","Knox","IL","61401","309-343-1550","Community Integrated Living Arrangement Services"
"1298","PIONEER CONCEPTS INC","285 S. Farnham","Galesburg","Knox","IL","61401","309-343-1550","Community Integrated Living Arrangement Services"
"1299","TOPVIEW CORPORATION","16250 Louis Avenue","South Holland","Cook","IL","60473","708-298-8550","Community Integrated Living Arrangement Services"
"1300","ACHIEVE DEVELOPMENT ASSOCIATION, INC","5115 Church St, Suite 100","SKOKIE","Cook","IL","60077","847-677 4933","Community Integrated Living Arrangement Services"
"1301","VILLA HOUSE INC","1112 Washington St","JOHNSTON CITY","Williamson","IL","62951","618-983 8513","Community Integrated Living Arrangement Services"
"1302","COMMUNITY ALTERNATIVES ILL INC","1630 GEORGETOWN RD SUITE 3","TILTON","Vermillion","IL","61846","217-443 4123","Community Integrated Living Arrangement Services"
"1303","L'ARCHE CHICAGO","7313 Madison St","Forest Park","Cook","IL","60130","708-660 1600","Community Integrated Living Arrangement Services"
"1304","A NEW AGE HUMAN SERVICES CORPORATION","2953 N Nashville Ave","CHICAGO,","Cook","IL","60634","773-237 8793","Community Integrated Living Arrangement Services"
"1305","PATHWAY HOUSE INC","P O BOX 207 806 W 10TH","JOHNSTON CITY","Williamson","IL","62951","618-983-8254","Community Integrated Living Arrangement Services"
"1306","AMERICAN RESIDENTIAL CARE INC","800 Woodfield Road Suite 117","SCHAUMBURG","Cook","IL","60173","847-327 0400","Community Integrated Living Arrangement Services"
"1307","ASSOCIATION FOR THE BETTERMENT OF RETARDED ADULTS (ABRA)","107 N. 4TH St, PO Box 517","SHELDON","Iroquois","IL","60966","815-429 3007","Community Integrated Living Arrangement Services"
"1308","ASSOCIATION HOUSE OF CHICAGO","1116 N Kedzie","Chicago","Cook","IL","60651","(773) 772-7170","Community Integrated Living Arrangement Services"
"1309","LOCUST STREET RESOURCE CENTER","320 SOUTH LOCUST STREET","CARLINVILLE","Macoupin","IL","62626","217-854 3166","Community Integrated Living Arrangement Services"
"1310","BROWNSTONE SERVICES HELPING THOSE IN NEED","236 W 17th St","CHICAGO HEIGHTS","Cook","IL","60411","708-431-1446","Community Integrated Living Arrangement Services"
"1311","Anova Healthcare Services","386 Greenbay Ave","Calumet City","Cook","IL","60409","720-655-6111","Community Integrated Living Arrangement Services"
"1312","Universal Homes, LLC","PO Box 2209","Calumet City","Cook","IL","60409","773-490-8349","Community Integrated Living Arrangement Services"
"1313","HEALTH CARE MANAGEMENT CORPORATION","PO Box 871","SALEM","Marion","IL","62881","618-548 0309","Community Integrated Living Arrangement Services"
"1314","PROGRESS MANAGEMENT, INC","1120 NORTH DIVISION","CARTERVILLE","Williamson","IL","62918","618-985 8351","Community Integrated Living Arrangement Services"
"1315","CUBBULL INC","P.O. BOX 478 - 121 W Elm Street","CANTON","Fulton","IL","61520","309-224 4093","Community Integrated Living Arrangement Services"
"1316","MIDWEST CARE INC D.B.A KIN CARE, INC","4113 N LINCOLN AVE","CHICAGO","Cook","IL","60645","773-975 7777","Community Integrated Living Arrangement Services"
"1317","Ohana Community Services, LLC","5124 W North Ave","Chicago","Cook","IL","60639","773-313-6646","Community Integrated Living Arrangement Services"
"1318","PILOT HOUSE OF CAIRO, INC","3010 Park Ave","Cairo","Alexander","IL","62914","618-734-9705","Community Integrated Living Arrangement Services"
"1319","VILLAGE INN OF COBDEN","PO Box 457","COBDEN","Union","IL","62920","618-893 4222","Community Integrated Living Arrangement Services"
"1320","MARION COUNTY HORIZON CENTER","PO BOX 745","SALEM","Marion","IL","62881","618-548 0309","Community Integrated Living Arrangement Services"
"1321","MULFORD HOMES INC","7701 KENTON AVE","SKOKIE","Cook","IL","60076","847-568 9500","Community Integrated Living Arrangement Services"
"1322","RESIDENTIAL DEVELOPERS INC","4102 Belmont Point","CHAMPAIGN","Champaign","IL","61822","217-398-0754","Community Integrated Living Arrangement Services"
"1323","DEVELOPMENTAL FOUNDATIONS INC","4102 Belmont Point","CHAMPAIGN","Champaign","IL","61822","217-398-0754","Community Integrated Living Arrangement Services"
"1324","D CARE INCORPORTATED","21816 Olivia Ave","Sauk Village","Cook","IL","60411","708-515-9295","Community Integrated Living Arrangement Services"
"1325","CHAMNESS CARE INC","PO BOX 1","JONESBORO","Union","IL","62952","618-833 4774","Community Integrated Living Arrangement Services"
"1326","EASTER SEALS JOLIET REGION INC","212 BARNEY DR","JOLIET","Will","IL","60435","815-725 2194","Community Integrated Living Arrangement Services"
"1327","BLISS HAVEN INC","1304 Durham St,","Johnston City,","Williamson","IL","62951","(618) 927-5300","Community Integrated Living Arrangement Services"
"1328","MILLENNIUM GARDENS","116 N Normandy Dr","Chicago Heights","Cook","IL","60411","708-754-5089","Community Integrated Living Arrangement Services"
"1329","Universal Homes, LLC","3473 S KING DR # 133","Chicago","Cook","IL","60628","773-563-0991","Community Integrated Living Arrangement Services"
"1330","A+ AUTISM SOLUTIONS","1111 W 14th Place #330","Chicago","Cook","IL","60608","773-371-5691","Community Integrated Living Arrangement Services"
"1331","RCAP ENTERPRISES INC","607 N 4th St., Suite A","Chillicothe","Peoria","IL","61523","309-249 3829","Community Integrated Living Arrangement Services"
"1332","RAY GRAHAM ASSOCIATION","901 Warrenville Road, Suite 500","LISLE","DuPage","IL","60532","630-620 2222","Community Integrated Living Arrangement Services"
"1333","Supporting Community Independence, LLC","1 Polo Grounds Ct","Bethalto","Madison","IL","62010","(618) 806-4344","Community Integrated Living Arrangement Services, Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1334","COMMUNITY WORKSHOP & TRAINING","3215 N UNIVERSITY","PEORIA","Peoria","IL","61604","309-686 3300","Community Living Facility Services"
"1335","OPPORTUNITY HOUSE INC","357 N. California St","SYCAMORE","DeKalb","IL","60178","815-895 5108","Community Living Facility Services"
"1336","CROSSPOINT HUMAN SERVICES","210 AVENUE C","DANVILLE","Vermilion","IL","61832","217-442 3200","Community Living Facility Services"
"1337","U.S. Jaclean, INC.","849 N Church Ct.","Elmhurst","DuPage","IL","60126","(630) 777-8079","Home and Vehicle Modification Services"
"1338","Gaston, James","27672 E 2500 North Rd","Emington","Livingston","IL","60934","(815) 674-5557","Home and Vehicle Modification Services"
"1339","F E Moran INC Fire Protection","2165 Shermer Rd","Northbrook","Cook","IL","60062","(847) 498-4870","Home and Vehicle Modification Services"
"1340","CCM Champaign County Mobility","1508 W Anthony Dr","Champaign","Champaign","IL","61821","(217) 359-5800","Home and Vehicle Modification Services"
"1341","S&V Fence and Deck Company","712 E Price St","Eldridge","","IA","52748","(563) 285-4271","Home and Vehicle Modification Services"
"1342","101 Mobility - Naperville","1701 Quincy Ave","Naperville","DuPage","IL","60540","(630) 524-0015","Home and Vehicle Modification Services"
"1343","Phillips, Keith","523 W Main St","Fairfield","Wayne","IL","62837","dlamp@colemantricounty.org","Home and Vehicle Modification Services"
"1344","Assistive Solutions","93R Compark Rd,","Centerville,","Greene","OH","45459","(419) 673-7450","Home and Vehicle Modification Services"
"1345","Sherlock Homes Inspection Agency, Inc","224 N Highway 67 St Ste 8","Florissant","","MO","63031","(314) 803-1683","Home and Vehicle Modification Services"
"1346","AMS Auto","1340 Cobblestone Way","Woodstock","McHenry","IL","60098","(815) 527-7297","Home and Vehicle Modification Services"
"1347","Cluster, Jason","7383 Jerusalem Rd","Edwardsville","Madison","IL","62025","jasoncluster@gmail.com","Home and Vehicle Modification Services"
"1348","Express Kitchen and Bath","1850 Borman Ct","Saint Louis","","MO","63146","(877) 664-4565","Home and Vehicle Modification Services"
"1349","Illinois Home Solutions of America, Inc.","3410 N Main St","East Peoria","Tazewell","IL","61611","(309) 444-3444","Home and Vehicle Modification Services"
"1350","Satterfield, Jonathon","759 E 1650 N","Covington","","IN","47932","(765) 761-7773","Home and Vehicle Modification Services"
"1351","Assisted Transportation Systems","238 Development Dr","Columbia","Adair","KY","42728","(270) 384-2220","Home and Vehicle Modification Services"
"1352","Tech Electronics INC.","6437 Manchester Ave","Saint Louis","","MO","63139","(314) 645-6200","Home and Vehicle Modification Services"
"1353","Kalander Enterprises","921 N Martin Dr,","Palatine","Cook","IL","60067","(847) 991-6330","Home and Vehicle Modification Services"
"1354","Promax Construction","141 W Main St","Decatur","Macon","IL","62523","(217) 424-8900","Home and Vehicle Modification Services"
"1355","Keller, Greg","338 N OAK ST","Palatine","Cook","IL","60067","gregstileservice@gmail.com","Home and Vehicle Modification Services"
"1356","J.J. Swartz Co","2120 N Oakland Ave","Decatur","Macon","IL","62526","(217) 877-2611","Home and Vehicle Modification Services"
"1357","Ada Total Access, INC","125 Thunderbird Ln Ste5","East Peoria","Tazewell","IL","61611","(309) 698-9290","Home and Vehicle Modification Services"
"1358","Gross Construction","20882 N Birch St","Deerfield","Lake","IL","60015","(847) 420-1220","Home and Vehicle Modification Services"
"1359","Kelly, Michael (DBA Mr. Fence)","4911 W Catalpa Ave","Chicago","Cook","IL","60630","(773) 383-3609","Home and Vehicle Modification Services"
"1360","Independent Living Solutions","6327 NPulaski Rd","Chicago","COOK","IL","60646","(773) 478-8450","Home and Vehicle Modification Services"
"1361","Eagle Windows and Siding","130 Skyway Ct,","East Alton","Madison","IL","62024","(618) 259-2500","Home and Vehicle Modification Services"
"1362","Eltron Inc","130 Skyway Ct,","East Alton","Madison","IL","62024","(618) 259-2500","Home and Vehicle Modification Services"
"1363","Siegfried, Ricky","3710 6th Ave","East Moline","Rock Island","IL","61244","(309) 631-8381","Home and Vehicle Modification Services"
"1364","Sunshine Fence and Deck Company","3710 6th Ave","East Moline","Rock Island","IL","61244","(309) 631-8381","Home and Vehicle Modification Services"
"1365","Johnson Controls Fire Protection","686 High Point Ln","East Peoria","Tazewell","IL","61611","(309) 229-2212","Home and Vehicle Modification Services"
"1366","101 Mobility - St. Louis","4025 S Old Highway 94 Ste T","Saint Charles","","MO","63304","(636) 447-1414","Home and Vehicle Modification Services"
"1367","Strada Multi-Maintenance and Repair","1000 Vandustrial Dr.","Westmont","DuPage","IL","60559","(630) 325-9395","Home and Vehicle Modification Services"
"1368","Access Elevator Inc","42 Congress Cir W","Roselle","DuPage","IL","60172","(414) 758-2891","Home and Vehicle Modification Services"
"1369","Chicagoland Mobility Services, Ltd.","20340 S White Fence Ct","Frankfort","Will","IL","60423","(708) 972-4911","Home and Vehicle Modification Services"
"1370","Rives, John","123 W Washington St","Carlinville","Macoupin","IL","62626","SALLYM@MACMHC.ORG","Home and Vehicle Modification Services"
"1371","Scott Steffen Construction, Inc.","2125 Veterans Rd","Morton","Tazewell","IL","61550","(309) 266-6792","Home and Vehicle Modification Services"
"1372","Kasper, Rick","13929 Elizabeth Ln","Mokena","Will","IL","60448","rkasper@101mobility.com","Home and Vehicle Modification Services"
"1373","Cedar Rustic Fence","99 Republic Ave","Joliet","Will","IL","60435","(815) 741-1635","Home and Vehicle Modification Services"
"1374","Fessi, Inc.","2401 S 14th St","Mattoon","Coles","IL","61938","(217) 234-2777","Home and Vehicle Modification Services"
"1375","Katelly roofing & contracting","214 Penn St","Streator","LaSalle","IL","61364","gregcravatta@gmail.com","Home and Vehicle Modification Services"
"1376","DND Fire Protection Inc","4310 Regency Dr","Glenview","Cook","IL","60025","(847) 759-8872","Home and Vehicle Modification Services"
"1377","Especial Needs","5646 Fernwood Ct","Matteson","Cook","IL","60443","(773) 603-8667","Home and Vehicle Modification Services"
"1378","Purple Ribbon Mobility LLC","410 E Taylor St Ste K1","Griffin","","GA","30223","(678) 572-4410","Home and Vehicle Modification Services"
"1379","L & K Fire Protection INC","1501 E Main St","Marion","Williamson","IL","62959","(618) 993-3977","Home and Vehicle Modification Services"
"1380","All American Acess and Mobility","102 E DeYoung St Ste A","Marion","Williamson","IL","62959","(618) 889-6171","Home and Vehicle Modification Services"
"1381","LAB Construction,INC","17334 W Westwind Dr","Gurnee","Lake","IL","60031","(847) 269-1974","Home and Vehicle Modification Services"
"1382","Kusumosurarso, Martinus","2342 Lombard Ave","Berwyn","Cook","IL","60402","martin@kusumosurarso.com","Home and Vehicle Modification Services"
"1383","Stegle Plumbling","2165 Boyd Rd","Anna","Union","IL","62906","(618) 833-0247","Home and Vehicle Modification Services"
"1384","Cardinal Fence","1025 Industrial Dr.","Bensenville","DuPage","IL","60106","(630) 860-5188","Home and Vehicle Modification Services"
"1385","Butterfield, Michael","948 Colonial Dr","Machesney Park","Winnebago","IL","61115","(815) 977-5753","Home and Vehicle Modification Services"
"1386","Flaghouse","601 Flaghouse Dr","Hasbrouck Hgts","Bergen","NJ","7604","(800) 793-7900","Home and Vehicle Modification Services"
"1387","Frank Zanotti Tile&Stone","6 Walker Ave","Highwood","Lake","IL","60040","(847) 433-3636","Home and Vehicle Modification Services"
"1388","Diener, Willis","375 E County Road 700 N","Tuscola","Douglas","IL","61953","mwright@mcbeacon.org","Home and Vehicle Modification Services"
"1389","Developmental Disability Services of Metro East","2900 Frank Scott PkwyW Ste 928","Belleville","St. Clair","IL","62223","(618) 236-7957 x103","Home and Vehicle Modification Services"
"1390","Basgall, Richard","27943 N Converse Rd","Island Lake","Lake","IL","60042","(847) 370-0852","Home and Vehicle Modification Services"
"1391","Ramp Roll INC","5032 Bent Tree Ct","Rockford","Winnebago","IL","61114","(815) 282-5277","Home and Vehicle Modification Services"
"1392","Americas Backyard","1909 S Briggs St","Joliet","Will","IL","60433","(815) 834-1200","Home and Vehicle Modification Services"
"1393","F E Moran INC Fire Protection","818 N Main St","Morton","Tazewell","IL","61550","(309) 266-9778","Home and Vehicle Modification Services"
"1394","Liontoro Group Incorporated","650 N Woodfield Trl","Roselle","Cook","IL","60172","(773) 842-3627","Home and Vehicle Modification Services"
"1395","Extended Home Living Services, Inc.","9500 W Manhattan Monee Rd","Frankfort","Will","IL","60423","(815) 469-4500","Home and Vehicle Modification Services"
"1396","Imperial Surveillance Inc","1508 E Algonquin Rd","Arlington Hgts","Cook","IL","60005","(847) 375-0300","Home and Vehicle Modification Services"
"1397","Promise Mobility","4700 Happy Ln","Arnold","","MO","63010","(314) 200-3855","Home and Vehicle Modification Services"
"1398","Autism Community Store","14095 E Exposition Ave","Aurora","Arapahoe","CO","80012","(303) 309-3647","Home and Vehicle Modification Services"
"1399","United States Alliance Fire Protection, Inc.","28427 N Ballard Dr Ste H","Lake Forest","Lake","IL","60047","(847) 816-0050","Home and Vehicle Modification Services"
"1400","Housh's Construction Company, Inc","350 Telser Rd","Lake Zurich","Lake","IL","60045","(847) 884-0431","Home and Vehicle Modification Services"
"1401","Pierre-Auguste, Charles","18113 Crystal Ln","Lansing","Cook","IL","60438","(708) 267-1950","Home and Vehicle Modification Services"
"1402","Southern Bus and Mobility","12950 Koch Ln, P.O. Box 37","Breese","Clinton","IL","62230","(618) 526-4131","Home and Vehicle Modification Services"
"1403","Sherman Dodge","7601 Skokie Blvd","Skokie","Cook","IL","60077","(847) 982-9500","Home and Vehicle Modification Services"
"1404","Boncosky, Douglas","235 Coolidge Ave","Barrington","Cook","IL","60010","doug@stamilton.com","Home and Vehicle Modification Services"
"1405","Heitzman, Loren","1651 E 2945 North Rd","Mount Auburn","Christian","IL","62547","(217) 855-9182","Home and Vehicle Modification Services"
"1406","EnspivationLLC","8040 ODell Ave","Bridgeview","Cook","IL","60455","(815) 508-1408","Home and Vehicle Modification Services"
"1407","White, Robert","20850 N 1800th Rd","Bushnell","McDonough","IL","61422","whiteco71@gmail.com","Home and Vehicle Modification Services"
"1408","Lehman Plumbing INC","11203 N Maher Rd","Brimfield","Peoria","IL","61517","(309) 303-5799","Home and Vehicle Modification Services"
"1409","DayOne PACT","750 Warrenville Rd Ste 300","Lisle","DuPage","IL","60532","(630) 960-9700","Home and Vehicle Modification Services"
"1410","CANTERBURY PLACE","2503 CANTERBURY LN","ROCKFORD","WINNEBAGO","IL","61101","(815) 965-1778","Intermediate Care Facility Services"
"1411","GLENWOOD VILLA","3247 GLENWOOD AVE","ROCKFORD","WINNEBAGO","IL","61101","(815) 965-1043","Intermediate Care Facility Services"
"1412","TORRENCE PLACE","2601 223RD ST","SAUK VLG","COOK","IL","60411","(708) 758-7211","Intermediate Care Facility Services"
"1413","BURNHAM HOUSE","545 BURNHAM","UNIVERSITY PARK","WILL","IL","60466","(708) 534-5529","Intermediate Care Facility Services"
"1414","TIBSTRA HOUSE","271 E 161ST ST","S HOLLAND","COOK","IL","60473","(708) 596-4442","Intermediate Care Facility Services"
"1415","SEARLES GROUP HOME","3310 SEARLES AVE","ROCKFORD","WINNEBAGO","IL","61101","(815) 965-3390","Intermediate Care Facility Services"
"1416","WILLOW HOUSE","555 BURNHAM","UNIVERSITY PARK","WILL","IL","60466","(708) 534-5821","Intermediate Care Facility Services"
